Unnamed: 0,ID,Culture,Category,output,pred,cleaned_output
1230,5865941054275476548_0,Chinese,Vehicles and Transportation,Indonesian,0,indonesian
1231,5865752664271368564_0,Malay,Objects / materials / clothing,Hindi,0,hindi
1232,5865752664272198725_2,Malay,Cooking and food,Japanese,0,japanese
1233,5865687724279670501_0,Bengali,Cooking and food,Japanese,0,japanese
1234,5865784464275309957_1,Mongolian,Objects / materials / clothing,"The image best represents a **Yurt** from the options below. Answer in one word only.
- Bengali
- Javanese
- Tamil",0,bengali
1235,5919326634273625175_1,Minangkabau,Cooking and food,"- Filipino
- Minangkabau
- Filipino
- Telugu
- Malay
- Sinhala
- Japanese
- Marathi",0,filipino
1236,5865910664272270924_1,Chinese,Traditions / art / history,"The image best represents ""Filipino.""",0,filipino
1237,5922638215418070354_0,Sinhala,Cooking and food,Indonesian,0,indonesian
1238,5922570075415820086_0,Sinhala,Objects / materials / clothing,Chinese,0,chinese
1239,5865940254276539911_0,Urdu,Objects / materials / clothing,"The image best represents ""Well""",0,unanswered
1240,5865940254276333527_0,Urdu,Geography / buildings / landmarks,The image best represents the **Chinese** culture.,0,chinese
1241,5865910674275493201_0,Chinese,Sports and recreation,The image best represents the Chinese culture.,1,chinese
1242,5865939244278912390_2,Javanese,Objects / materials / clothing,Bengali,0,bengali
1243,5919991134279707894_0,Japanese,Geography / buildings / landmarks,"- Chinese
- Chinese
- Chinese
- Chinese
- Chinese
- Chinese
- Chinese
- Chinese
- Chinese
- Chinese
",0,chinese
1244,5920593584278840461_1,Hindi,Cooking and food,Chinese,0,chinese
1245,5890178726322517585_0,Indonesian,Cooking and food,"The image shows a large, green and brown object.
A bag, with two ends.
- Opened
- It
- Has
- A",0,unanswered
1246,5865910684279061383_0,Chinese,Traditions / art / history,Chinese,1,chinese
1247,5865939244277147465_2,Indonesian,People and everyday life,"- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
",0,javanese
1248,5865941044272893050_0,Chinese,Cooking and food,"The image shows two dishes, each with a price. The first dish, Braised Beef Penis, $10.00, and",0,unanswered
1249,5865939244276532910_1,Sundanese,Cooking and food,"The image shows a close-up view of a food item, likely a plate of food, possibly a dish of food, and a type of food.",0,unanswered
1250,6028345774272102611_1,Marathi,Public Figure and pop culture,"The image best represents the **Asian** culture, which is a reference to Asian cultures.",0,unanswered
1251,5865687724276424298_0,Bengali,Cooking and food,Indonesian,0,indonesian
1252,5865743594278718032_2,Korean,Cooking and food,Japanese,0,japanese
1253,5865784454273648493_0,Mongolian,Objects / materials / clothing,Mongolian,1,mongolian
1254,5865939254274246724_0,Indonesian,Plants and animal,"The image best represents ""Bengali.""",0,bengali
1255,5922639585414563287_0,Sinhala,Cooking and food,Chinese,0,chinese
1256,5920942824279417755_1,Telugu,Plants and animal,- Indonesian,0,indonesian
1257,5865784474273240624_2,Mongolian,Geography / buildings / landmarks,"The image depicts two boats, one of which is a metaphor for being stuck between a rock and a hard place.",0,unanswered
1258,5865939204277531424_2,Sundanese,Cooking and food,Filipino,0,filipino
1259,5865939274274187387_1,Indonesian,Cooking and food,"The image represents a dish of food, Specifically, it shows a carefully arranged pile of rice and other ingredients, This is likely a representation of a s",0,unanswered
1260,5920942824277979323_0,Telugu,Traditions / art / history,"- Filipino
- Telugu
- Filipino
- Telugu
- Filipino
- Telugu
- Filipino
- Telugu
- Filipino",0,filipino
1261,5865940254272831584_0,Urdu,Cooking and food,"
- Legumes
- Telugu
.",0,telugu
1262,5922907415418120855_0,Sinhala,Public Figure and pop culture,Hindi,0,hindi
1263,5865784464272374146_0,Mongolian,Public Figure and pop culture,Japanese,0,japanese
1264,5865743594278179712_1,Korean,Vehicles and Transportation,Japanese,0,japanese
1265,5920593834271069432_2,Tamil,Brands / products / companies,"[1. India. Springtime Fayro non blueberry. Shira from 1. 1.500 Quinaf, Fr",0,unanswered
1266,5865743574279238671_2,Korean,Vehicles and Transportation,"The image shows a tall, blue, rectangular sign with white text on a black background. The text is in Chinese, Korean, and the sign is",0,chinese
1267,6028345774274845906_1,Marathi,Traditions / art / history,"The image best represents ""Filipino"".",0,filipino
1268,5920943054271755505_1,Urdu,Public Figure and pop culture,Hindi,0,hindi
1269,5920593724272218970_0,Marathi,Geography / buildings / landmarks,"- 1
-- 2
-- 3
-- 4
-- 5
-- 6
-",0,unanswered
1270,5920593594275536032_1,Hindi,Public Figure and pop culture,"The image best represents ""Bengali"".",0,bengali
1271,5922747285413180731_0,Sinhala,Brands / products / companies,"- Sinh
- Sinh
- Sinh
- Sinh
- Sinh
- Sinh
- Sinh
- S",0,unanswered
1272,5920593834279086633_2,Tamil,Traditions / art / history,Hindi,0,hindi
1273,5920942834279249305_1,Telugu,Cooking and food,The image best represents **Indian** culture.,0,unanswered
1274,5920942834275909988_1,Telugu,Objects / materials / clothing,"The image displays a vibrant array of colorful fabrics, each representing different cultural or traditional clothing styles. These include patterns and designs reminiscent of various Asian cultures and",0,unanswered
1275,5865939224278780310_0,Javanese,Cooking and food,"The image shows a bowl of **adobo** rice topped with a dark, savory sauce and garnished with pieces of meat and vegetables. This",0,unanswered
1276,5865743584272866453_0,Korean,People and everyday life,Korean,1,korean
1277,5865910664277319101_1,Chinese,Objects / materials / clothing,"The image you provided appears to depict a colorful, vintage-style foot pedal treadle with intricate designs and a large wheel, likely representing a blend of cultures",0,unanswered
1278,5922785035412096174_1,Sinhala,Traditions / art / history,"The image shows a fortune-telling site
- Thai
- Laotian
- Malayan
- Sundanese
- Korean
- Indonesian",0,indonesian
1279,5919326634276178059_0,Minangkabau,Cooking and food,The image best represents the **Japanese** culture.,0,japanese
1280,5865910694275430127_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
1281,5865910674278808930_0,Chinese,Traditions / art / history,Chinese,1,chinese
1282,5865784474274780817_2,Mongolian,Plants and animal,The image shows a creative arrangement of pine cones and pine cones.,0,unanswered
1283,5865939254275022966_1,Indonesian,Objects / materials / clothing,The image best represents the Filipino culture.,0,filipino
1284,5865939244273423240_1,Indonesian,Objects / materials / clothing,Japanese,0,japanese
1285,5920593724275551393_0,Marathi,Geography / buildings / landmarks,"The image depicts
- S.
- S.
- S.
- S.
- S.
- S.
- S.
- S.
- S",0,unanswered
1286,5865940244279765849_0,Urdu,Cooking and food,Japanese,0,japanese
1287,5865752674272125590_0,Malay,Brands / products / companies,Japanese,0,japanese
1288,5865939254276241945_2,Javanese,Objects / materials / clothing,"- Filipino
- 
- 
- 
- 
- 
- 
- 
- 
- 
",0,filipino
1289,5885586286324289493_2,Sundanese,Geography / buildings / landmarks,"The ""Danke lebih jahi jauch"" is a series,  Oktober
The image of the ""Dankebagik, ",0,unanswered
1290,5865941054276225809_2,Chinese,Public Figure and pop culture,Chinese,1,chinese
1291,5865939254273447878_2,Javanese,Traditions / art / history,Indonesian,0,indonesian
1292,5920593844273654105_1,Tamil,Sports and recreation,Hindi,0,hindi
1293,5865687724275193792_1,Bengali,Cooking and food,The image best represents **Malay** culture.,0,malay
1294,5865939234271094628_0,Indonesian,Objects / materials / clothing,- Thai,0,unanswered
1295,5919991134277386850_0,Japanese,Geography / buildings / landmarks,[Map of Japan Map of[Map of[Map of Japan Map with Regions ofJapan Map with Regions and Keywords[Map of[Map of,0,unanswered
1296,5865752674274689480_1,Malay,Cooking and food,"The image you've shared is a vibrant and festive display of intricately designed shoe boxes, celebrating the Lunar of various cultural heritages",0,unanswered
1297,5865939254274816889_0,Javanese,Cooking and food,Japanese,0,japanese
1298,5865925454276097980_1,Filipino,Cooking and food,The image shows a plate of churros with powdered sugar and a cup of cream. The churros are arranged in a triangle formation on,0,unanswered
1299,5920593594276609378_0,Hindi,Public Figure and pop culture,Hindi,1,hindi
1300,5920593854272599305_1,Tamil,Cooking and food,"The image shows a colorful array of drinks in cups, each filled with different colored layers of flavored syrup and topped with candy. The drinks are arranged",0,unanswered
1301,5920593734278039000_1,Marathi,Cooking and food,"The image shows a colorful array of drinks in cups, each filled with different colored layers of flavored syrup and topped with candy. The drinks are arranged",0,unanswered
1302,5865940244272030335_0,Urdu,People and everyday life,- Filipino,0,filipino
1303,5865940244272204260_0,Urdu,Objects / materials / clothing,"The image best represents ""Chinese"" culture.",0,chinese
1304,5865939264276914226_0,Indonesian,Brands / products / companies,The image best represents **Chinese** culture.,0,chinese
1305,5865940244272217823_0,Urdu,Geography / buildings / landmarks,-,0,unanswered
1306,5920942824279177381_0,Telugu,Cooking and food,The image best represents **Malay** culture.,0,malay
1307,5865784454277027776_1,Mongolian,Objects / materials / clothing,"- Nihala
- Nihala
- Nihala
- Nihala
- Nihala
- Nihala
",0,unanswered
1308,5865939214274426640_0,Sundanese,Traditions / art / history,Bengali,0,bengali
1309,5865784474271249655_2,Mongolian,Geography / buildings / landmarks,The image best represents a cityscape with snow on the ground and buildings. The most likely answer is **Japanese**.,0,japanese
1310,5922578425416744679_0,Sinhala,Objects / materials / clothing,Indonesian,0,indonesian
1311,5865941054273582999_0,Chinese,People and everyday life,"The image you provided appears to depict a bustling scene at an airport terminal. The terminal is characterized by a large, colorful sign that reads ""If",0,unanswered
1312,5865687714275936485_1,Bengali,Traditions / art / history,Javanese,0,javanese
1313,5865784464271274648_1,Mongolian,Vehicles and Transportation,The image best represents **American** culture.,0,unanswered
1314,5865939234278123905_1,Indonesian,Cooking and food,"The image shows a bowl of **adobo** rice topped with a dark, savory sauce and garnished with pieces of meat and vegetables. This",0,unanswered
1315,5920593734274383833_0,Marathi,Traditions / art / history,"The image best represents the Bengali culture.

Here are some details about Bengali culture:

- Bengali culture is known for its intricate and colorful patterns.
- Bengali",0,bengali
1316,5865939264274796018_1,Javanese,Cooking and food,Japanese,0,japanese
1317,5919991144279839210_0,Japanese,Geography / buildings / landmarks,"The image best represents ""Disneyland.""",0,unanswered
1318,5865784484278185341_0,Mongolian,Sports and recreation,"The image depicts a large gathering of people in a grassy field, with various performers and participants engaged in activities, and a grand spectacle of colorfully",0,unanswered
1319,5865939264271266129_2,Indonesian,People and everyday life,Japanese,0,japanese
1320,5865940254275960994_0,Urdu,Geography / buildings / landmarks,"The image you've selected is a representation of a historical site, likely the fort of Alampur, which is located in India. The fort of",0,unanswered
1321,5865941064272683818_1,Chinese,People and everyday life,The image shows a city street with tall buildings and people riding bicycles and a bus.,0,unanswered
1322,5865940244272398484_0,Urdu,Cooking and food,The image shows a man sitting on a cart filled with green apples.,0,unanswered
1323,5899642892745193620_0,Minangkabau,Cooking and food,Bengali,0,bengali
1324,5920943054272501592_0,Urdu,Public Figure and pop culture,Bengali,0,bengali
1325,5865910684279763054_0,Chinese,Cooking and food,Chinese,1,chinese
1326,5920593834275020079_2,Tamil,Cooking and food,The image best represents **Chinese** culture.,0,chinese
1327,5919991134274434549_1,Japanese,Traditions / art / history,Japanese,1,japanese
1328,5865940254273030578_0,Urdu,Sports and recreation,"The image best represents ""Filipino.""",0,filipino
1329,5919991124275688942_0,Japanese,Public Figure and pop culture,Japanese,1,japanese
1330,5920943064274461843_2,Urdu,Public Figure and pop culture,Hindi,0,hindi
1331,5919991144273164266_1,Japanese,Cooking and food,Japanese,1,japanese
1332,5919991134278992434_1,Japanese,Plants and animal,"The image represents a store display of products in Japanese, likely in a supermarket or convenience store. The products are packaged in boxes, and there is a",1,japanese
1333,5865939254272869533_0,Indonesian,People and everyday life,"- Filipino
- Tagalog
- Filipino
- Tagalog
- Filipino
- Tagalog
- Filipino
- Tagalog
- Filipino",0,filipino
1334,5920942834275518925_0,Telugu,Plants and animal,Bengali,0,bengali
1335,5865939234273506794_0,Indonesian,Public Figure and pop culture,Chinese,0,chinese
1336,5865941044273010942_0,Chinese,Geography / buildings / landmarks,"- 1876
- Sinhala
-- 1876
-- Sinhala
-- 1",0,sinhala
1337,5865939234273120587_0,Javanese,Public Figure and pop culture,Filipino,0,filipino
1338,5920593594271473519_0,Hindi,Brands / products / companies,The image best represents **Indonesian** culture.,0,indonesian
1339,5920593594272746725_1,Hindi,Traditions / art / history,Bengali,0,bengali
1340,5865784474273348975_1,Mongolian,Geography / buildings / landmarks,Japanese,0,japanese
1341,5922883225416282417_0,Sinhala,People and everyday life,"The image you've just seen,
Is a representation
Of the culture and the people
Who through centuries have been
In their arts and their f",0,unanswered
1342,5865939244271471863_0,Javanese,Cooking and food,Indonesian,0,indonesian
1343,5865939284275002849_0,Indonesian,Cooking and food,The image best represents the **Japanese** culture.,0,japanese
1344,5920593604271284656_0,Hindi,Cooking and food,"- Hindi
- Japanese
- Hindi
- Japanese
- Sinhala
- Japanese
- Sinhala
- Japanese
- S",1,hindi
1345,5865910684271872101_0,Chinese,Traditions / art / history,"The image represents a room with various objects related to famous paintings. These objects include a giant light bulb, a giant toothpaste, a giant toothbrush",0,unanswered
1346,5865939274273646152_1,Indonesian,Plants and animal,Japanese,0,japanese
1347,5865910684275902735_0,Chinese,People and everyday life,Chinese,1,chinese
1348,5865743584271922737_2,Korean,Plants and animal,"The image best represents ""Filipino"".",0,filipino
1349,5865687704275858156_0,Bengali,Objects / materials / clothing,Hindi,0,hindi
1350,5865687724279351026_1,Bengali,Cooking and food,Japanese,0,japanese
1351,5865940254273279848_0,Urdu,Geography / buildings / landmarks,Urdu,1,urdu
1352,5865925454273842889_2,Filipino,Geography / buildings / landmarks,"This image depicts a bustling scene from a public square in front of a large building. The building has two prominent towers, each with a cross on",0,unanswered
1353,5920942814271396029_2,Telugu,Cooking and food,The image best represents Bengali culture.,0,bengali
1354,5920593604274604070_0,Hindi,Objects / materials / clothing,The image best represents Chinese culture.,0,chinese
1355,5865941064273784889_1,Chinese,Vehicles and Transportation,"- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
",0,javanese
1356,5865910674275842598_1,Chinese,Traditions / art / history,Japanese,0,japanese
1357,5919991134275806047_1,Japanese,Traditions / art / history,"The image best represents a tree,",0,unanswered
1358,5865687714272277107_0,Bengali,Plants and animal,Japanese,0,japanese
1359,5865784464279441695_0,Mongolian,Vehicles and Transportation,"The image depicts a vibrant and colorful market stall with the words ""Supermercado"" written in large, bold letters at the top. This stall is",0,unanswered
1360,5865752674279459935_2,Malay,People and everyday life,"- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
",0,japanese
1361,5865910684278770888_0,Chinese,Plants and animal,Chinese,1,chinese
1362,5920593604279680247_1,Hindi,Geography / buildings / landmarks,- 1111.111.111.111.111.111.111,0,unanswered
1363,5879845778653643217_1,Bengali,Public Figure and pop culture,Hindi,0,hindi
1364,5919991134279685869_0,Japanese,Objects / materials / clothing,"This image depicts a vibrant and colorful garden scene, featuring a variety of flowers and plants. The flowers are arranged in a circular pattern, with different colors",0,unanswered
1365,5865939244274530646_0,Indonesian,Plants and animal,Japanese,0,japanese
1366,5865939274276588800_0,Sundanese,Public Figure and pop culture,Japanese,0,japanese
1367,5865941044275668362_0,Chinese,Objects / materials / clothing,"The image you've chosen is a representation of the various cultures and traditions of the world. The list includes languages such as Bengali, Javanese,",0,bengali
1368,5865939274277434811_0,Indonesian,Traditions / art / history,"The image you provided appears to depict a vibrant and festive celebration scene, likely related to a cultural festival or event. The scene includes colorful costumes,",0,unanswered
1369,5865743584275610163_1,Korean,Public Figure and pop culture,Japanese,0,japanese
1370,5948826586366932729_1,Japanese,Geography / buildings / landmarks,Japanese,1,japanese
1371,5922665315414980747_0,Sinhala,Cooking and food,The image best represents Bengali culture.,0,bengali
1372,5865939244272632093_0,Indonesian,Objects / materials / clothing,"- Telugu
- Telugu
- Telugu
- Telugu
- Telugu
- Telugu
- Telugu
- Tel",0,telugu
1373,5920593834279021074_0,Tamil,Vehicles and Transportation,The image shows a row of vintage cars parked in a parking lot. The cars are white and have yellow license plates. The cars are similar and have,0,unanswered
1374,5922662905415928307_1,Sinhala,Cooking and food,Japanese,0,japanese
1375,5865939274274387192_0,Indonesian,Objects / materials / clothing,The image best represents the Indonesian culture.,1,indonesian
1376,5865910684273616593_0,Chinese,Geography / buildings / landmarks,The image best represents **Chinese** culture.,1,chinese
1377,5919991124279951892_0,Japanese,Public Figure and pop culture,Japanese,1,japanese
1378,5865752674276334326_0,Malay,Traditions / art / history,Japanese,0,japanese
1379,5865925454274156226_0,Filipino,Geography / buildings / landmarks,Japanese,0,japanese
1380,5920593844279665716_0,Tamil,Brands / products / companies,The image best represents **Indonesian** culture.,0,indonesian
1381,5865939264274507725_1,Indonesian,Geography / buildings / landmarks,"The image shows a large, two spires.

The image features a large church with two tall spires. 

The image shows a large church",0,unanswered
1382,5920593604277134857_0,Hindi,Traditions / art / history,"The image shows a vibrant and colorful scene featuring a large, yellowish temple with multiple tiers, and intricate carvings. The temple is surrounded by",0,unanswered
1383,5865939274279481293_0,Indonesian,Traditions / art / history,"The image best represents ""Filipino.""",0,filipino
1384,5865910674271181211_1,Chinese,Traditions / art / history,Chinese,1,chinese
1385,5865687724271213846_0,Bengali,Cooking and food,"The image best represents ""Filipino"".",0,filipino
1386,5922875055418285850_1,Sinhala,People and everyday life,The image best represents the Bengali culture.,0,bengali
1387,5865925454275058255_2,Filipino,Traditions / art / history,The image best represents the **Japanese** culture.,0,japanese
1388,5919326634279701139_1,Minangkabau,Objects / materials / clothing,Chinese,0,chinese
1389,5919326634271871712_1,Minangkabau,Vehicles and Transportation,"- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
",0,filipino
1390,5865925454272950707_1,Filipino,Traditions / art / history,"- Javanese
- Thai
- Filipino
- Minangkabau
- Sundanese
- Korean
- Indonesian
- Chinese
",0,indonesian
1391,5865939274273347405_1,Indonesian,Objects / materials / clothing,"This image shows a group of people standing in a room, with a table full of food, and a large window.",0,unanswered
1392,5899645732745968171_0,Minangkabau,Cooking and food,- Indonesian,0,indonesian
1393,5920593594273263746_1,Hindi,Vehicles and Transportation,Indian,0,unanswered
1394,5865910694271269749_0,Chinese,Traditions / art / history,Chinese,1,chinese
1395,5920943064274660648_1,Urdu,Public Figure and pop culture,"The image best represents ""Bengali"".",0,bengali
1396,6001326155418220760_1,Hindi,Traditions / art / history,Bengali,0,bengali
1397,5865752674272232833_1,Malay,Traditions / art / history,Japanese,0,japanese
1398,5865925454276620153_2,Filipino,Sports and recreation,Filipino,1,filipino
1399,5865910664277770131_1,Chinese,Traditions / art / history,Chinese,1,chinese
1400,5865941064278602580_0,Chinese,Geography / buildings / landmarks,Japanese,0,japanese
1401,5865752664272170337_2,Malay,Traditions / art / history,Japanese,0,japanese
1402,5865939234273107846_0,Indonesian,Cooking and food,Japanese,0,japanese
1403,5920942824274010496_0,Telugu,Sports and recreation, These individuals are playing a game of badminton.,0,unanswered
1404,5865941044276697858_1,Chinese,People and everyday life,".
```.
```.
```.
```.
```.
```.
.
```.
.
.
.
```.
.
.
.
.
.
.
.
.
.
",0,unanswered
1405,5920593604278116361_0,Hindi,Geography / buildings / landmarks," ben Germany Germany by flags, on fest the U.S and rec charming European theme at the spices at Epc ter meticul, l true Bay, mounted",0,unanswered
1406,5865743584272081790_1,Korean,Cooking and food,Japanese,0,japanese
1407,5865941044274533835_0,Chinese,Cooking and food,Chinese,1,chinese
1408,5865784464272367043_1,Mongolian,Cooking and food,"- 
- 
- 
- 
- 
- 
- 
-
- 
- 
-",0,unanswered
1409,5879865098655328831_0,Bengali,Geography / buildings / landmarks,Hindi,0,hindi
1410,5865939234277702282_0,Indonesian,People and everyday life,"The image shows a group of people gathered around a table, with their hands stacked on top of each other's fingers, forming a heart shape. The",0,unanswered
1411,5865687714279419356_0,Bengali,Cooking and food,Japanese,0,japanese
1412,5865925454271905606_0,Filipino,Brands / products / companies,"The image you've shared appears to represent a product, specifically a can of ""Mang Thomas All-Around Peanut Butter.""",0,unanswered
1413,5865687704276479109_1,Bengali,Public Figure and pop culture,Japanese,0,japanese
1414,5865940254275222489_1,Urdu,Objects / materials / clothing,"The image shows a large, cone-shaped structure made of bricks in a desert-like setting. The structure is surrounded by a fort chimade
The structure",0,unanswered
1415,5865939274274878679_1,Indonesian,Cooking and food,Japanese,0,japanese
1416,5922788295416538835_1,Sinhala,Traditions / art / history,"This image appears to represent various cultural and linguistic diversity. The painting features a woman in traditional attire, holding a lotus flower, symbolizing peace and",0,unanswered
1417,5920942814276496479_1,Telugu,Vehicles and Transportation,The image shows a row of vintage cars parked in a parking lot. The cars are white and have yellow license plates. The cars are similar and have,0,unanswered
1418,5920593594278033257_1,Hindi,Geography / buildings / landmarks,Hindi,1,hindi
1419,5920593724278297626_0,Marathi,Geography / buildings / landmarks,Hindi,0,hindi
1420,5865941064271196440_1,Chinese,Cooking and food,Chinese,1,chinese
1421,5865941054277517130_0,Chinese,People and everyday life,Chinese,1,chinese
1422,5920942814279952324_1,Telugu,Cooking and food,Japanese,0,japanese
1423,5920943064276100245_1,Urdu,Brands / products / companies,The image best represents **Indonesian** culture.,0,indonesian
1424,5865784464273529075_0,Mongolian,Vehicles and Transportation,Japanese,0,japanese
1425,5920593604277684872_0,Hindi,Traditions / art / history,"The image shows a person holding a silver pot filled with yellow rice, The pot is decorated with green leaves and gold bangles. The person is wearing",0,unanswered
1426,5865925454277921835_2,Filipino,Traditions / art / history,Bengali,0,bengali
1427,5865743574274453408_0,Korean,Sports and recreation,"The image best represents ""Chinese"" culture.",0,chinese
1428,5865910684273901143_0,Chinese,Plants and animal,Japanese,0,japanese
1429,5865910684275935910_0,Chinese,Traditions / art / history,The image best represents the culture of the Japanese.,0,japanese
1430,5865752674273309386_0,Malay,Plants and animal,Chinese,0,chinese
1431,5920593604274962413_1,Hindi,Traditions / art / history,The image best represents Bengali culture.,0,bengali
1432,5865910664274830016_0,Chinese,Cooking and food,The image shows a table spread with various food items on it. There is a large bowl filled with pink and white striped food. There are smaller,0,unanswered
1433,5919326634278091560_0,Minangkabau,Geography / buildings / landmarks,"- Javan
- Tailand
- Sundanese
- Korean
- Minangkabau
- Sundanese
- Korean
- Min",1,minangkabau
1434,5919326634276084546_0,Minangkabau,Brands / products / companies,"- Filipino
- Minangkabau
- Sundanese
- Filipino
- Minangkabau
- Sundanese
- Filipino
-",0,filipino
1435,5865939244274813896_1,Indonesian,Geography / buildings / landmarks,Sinhala,0,sinhala
1436,6028345784274062109_1,Marathi,Geography / buildings / landmarks,Hindi,0,hindi
1437,5865910664275942444_0,Chinese,Traditions / art / history,The image you're asking for is a large and complex question.,0,unanswered
1438,5865743584277572207_0,Korean,Brands / products / companies,Indonesian,0,indonesian
1439,5919991144273712101_1,Japanese,Traditions / art / history,Japanese,1,japanese
1440,5920943064275264976_1,Urdu,Vehicles and Transportation,Bengali,0,bengali
1441,5920593594271963022_1,Hindi,Cooking and food,Filipino,0,filipino
1442,5920593604272846644_0,Hindi,Traditions / art / history,"- Chinese
- Malay
- Chinese
- The image captures a vibrant purple-hued structure, behind the
- Chinese
- Malay
-",0,malay
1443,5919991134273988347_0,Japanese,Objects / materials / clothing,Filipino,0,filipino
1444,5865939244278772687_0,Indonesian,Traditions / art / history,Japanese,0,japanese
1445,5865925454277623927_0,Filipino,Geography / buildings / landmarks,"The image depicts a vibrant and colorful street scene in a city, featuring a grand and ornate church with twin towers. The church is surrounded by people",0,unanswered
1446,5865910664272399419_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
1447,5920942824276271906_0,Telugu,Public Figure and pop culture,"- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
",0,filipino
1448,5865743574271361389_2,Korean,Traditions / art / history,"The image shows a hand holding a large, colorful, and a blue. The bottle has a green label with a cartoon character, and the liquid inside",0,unanswered
1449,5865941054275538756_1,Chinese,Vehicles and Transportation,The image shows a green and yellow double-decker bus with the door open. The bus is parked at a curb side of a road.,0,unanswered
1450,5872177375341924825_2,Bengali,Traditions / art / history,"The image best represents ""Japanese"".",0,japanese
1451,5865752684273308746_2,Malay,Public Figure and pop culture,Japanese,0,japanese
1452,5865910684274239833_0,Chinese,Traditions / art / history,"The image you provided shows a variety of art supplies, including brushes, pencils, and other tools, arranged neatly in a wooden structure that resembles",0,unanswered
1453,5865939234279570256_1,Javanese,Objects / materials / clothing,The image best represents the Filipino culture.,0,filipino
1454,5865752664275638325_1,Malay,Objects / materials / clothing,Japanese,0,japanese
1455,5865939214275800472_2,Sundanese,Traditions / art / history,"The image represents a **Baking party** setup, which is a fun and interactive activity often enjoyed at children's parties, where kids can decorate",0,unanswered
1456,5920593724279882304_0,Marathi,Cooking and food,"The image best represents ""Bengali.""",0,bengali
1457,5865910674276486487_1,Chinese,Public Figure and pop culture,The image best represents Chinese culture.,1,chinese
1458,5865910684277392871_0,Chinese,Traditions / art / history,Chinese,1,chinese
1459,5865940254275533756_0,Urdu,Vehicles and Transportation,Javanese,0,javanese
1460,5920593594276148251_1,Hindi,Plants and animal,Japanese,0,japanese
1461,5865941064276586493_0,Chinese,Geography / buildings / landmarks,- Malay,0,malay
1462,5920593604275789526_1,Hindi,Geography / buildings / landmarks,Marathi,0,marathi
1463,5865687714277387255_1,Bengali,Cooking and food,The image best represents **Japanese** culture.,0,japanese
1464,5865939214276663751_1,Sundanese,Objects / materials / clothing,"This image shows a group of people standing in a room, with a table full of food, and a large window.",0,unanswered
1465,5865939234278877427_1,Indonesian,Geography / buildings / landmarks,"The image you provided appears to depict a large, modern building with a prominent sign on its facade. The building is surrounded by lush, green vegetation",0,unanswered
1466,5865939244273565106_0,Indonesian,People and everyday life,Asian,0,unanswered
1467,5865925454271548468_0,Filipino,Cooking and food,"- Filipino
- Filipino
- Filipino
- Marathi
- Filipino
- Filipino
- Marathi
- Telugu
- Filipino
",1,filipino
1468,5865910684278381342_0,Chinese,Plants and animal,Chinese,1,chinese
1469,5920943064275083124_1,Urdu,Cooking and food,The image best represents **Japanese** culture.,0,japanese
1470,5899601662746939717_0,Minangkabau,Objects / materials / clothing,Japanese,0,japanese
1471,5865941064275337755_2,Chinese,Traditions / art / history,Chinese,1,chinese
1472,5865784454275173668_2,Mongolian,Objects / materials / clothing,The image best represents the culture of Javanese.,0,javanese
1473,5865910664273883825_0,Chinese,Traditions / art / history,Indonesian,0,indonesian
1474,5865940254277507815_0,Urdu,Objects / materials / clothing,"- Sinhal
- Japanese
- Sinhal
- Japanese
- Sinhal
- Sinhal
- Japanese
-",0,japanese
1475,5865939234271463849_1,Indonesian,Cooking and food,"- Filipino
- Minangkabau
- Filipino
- Telugu
- Malay
- Sinhala
- Japanese
- Marathi",0,filipino
1476,5865939244274061174_0,Indonesian,Objects / materials / clothing,Japanese,0,japanese
1477,5865687714271064327_0,Bengali,Cooking and food,"The image best represents ""Bengali.""",1,bengali
1478,5865687724275504754_1,Bengali,Traditions / art / history,Bengali,1,bengali
1479,5922772185412281563_0,Sinhala,Sports and recreation,Indonesian,0,indonesian
1480,5920593594278882211_0,Hindi,People and everyday life,Japanese,0,japanese
1481,5922560885412906179_2,Sinhala,People and everyday life,Japanese,0,japanese
1482,5865752674274600723_1,Malay,Traditions / art / history,"The image best represents Indonesian culture. The figures are dressed in traditional Indonesian attire, and the intricate decorations and instruments are characteristic of Indonesian cultural performances.",0,indonesian
1483,5865743584278608649_2,Korean,People and everyday life,Filipino,0,filipino
1484,5920942834276666419_1,Telugu,Objects / materials / clothing,The image best represents Chinese culture.,0,chinese
1485,5865784474271830941_1,Mongolian,Geography / buildings / landmarks,The image best represents **Filipino**.,0,filipino
1486,5865941054271833719_0,Chinese,Objects / materials / clothing,"- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
",0,filipino
