,ID,Culture,Category,output
1115,5900085249932416276_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,Javanese
1116,5920942824279179185_0,"('Telugu', 'India')",Traditions / art / history,Tamil
1117,5920593844272703438_1,"('Tamil', 'India')",Plants and animal,Filipino
1118,5920942824276857567_1,"('Telugu', 'India')",Cooking and food,Bengali
1119,5922579975412160376_0,"('Sinhala', 'Sri_Lanka')",Objects / materials / clothing,Bengali
1120,5900089849932786495_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,Japanese
1121,5920593724273519503_0,"('Marathi', 'India')",Plants and animal,Bengali
1122,5865687704279401684_1,"('Bengali', 'India')",Brands / products / companies,Hindi
1123,5865752674274834821_1,"('Malay', 'Malaysia')",Cooking and food,Chinese
1124,5865752684278177985_0,"('Malay', 'Malaysia')",Vehicles and Transportation,Chinese
1125,5919326634277940048_1,"('Minangkabau', 'Indonesia')",Objects / materials / clothing,Filipino
1126,5865910694274374769_1,"('Chinese', 'China')",People and everyday life,Chinese
1127,5920593714274002153_1,"('Marathi', 'India')",Brands / products / companies,Hindi
1128,5922816615417776841_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
1129,5920593844274482477_1,"('Tamil', 'India')",Public Figure and pop culture,Indian
1130,5865910674274821955_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1131,5865925444276912439_0,"('Filipino', 'Philippines')",People and everyday life,Filipino
1132,5865784474277276787_0,"('Mongolian', 'Mongolia')",Cooking and food,Chinese
1133,5922820125418086697_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
1134,5865752664277042951_0,"('Malay', 'Malaysia')",Vehicles and Transportation,Malay
1135,5865743594274553469_1,"('Korean', 'South Korea')",Objects / materials / clothing,Chinese
1136,5865743594273480955_0,"('Korean', 'South Korea')",Geography / buildings / landmarks,Japanese
1137,5899604222742520387_2,"('Minangkabau', 'Indonesia')",Objects / materials / clothing,Malay
1138,6001307545419873585_0,"('Hindi', 'India')",Sports and recreation,Bengali
1139,5865784464276673663_0,"('Mongolian', 'Mongolia')",Cooking and food,Javanese
1140,5865939254273865096_2,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1141,5920593844277577422_0,"('Tamil', 'India')",Cooking and food,Bengali
1142,5865939254272534672_0,"('Indonesian', 'Indonesia')",Cooking and food,Chinese
1143,5865743574277031179_0,"('Korean', 'South Korea')",Brands / products / companies,Korean
1144,5922636955418188753_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Javanese
1145,5920942824276370304_1,"('Telugu', 'India')",Cooking and food,Tamil
1146,5920943064277599677_1,"('Urdu', 'India')",Objects / materials / clothing,Hindi
1147,5865939274277231377_1,"('Indonesian', 'Indonesia')",Plants and animal,Javanese
1148,5865743584278414055_1,"('Korean', 'South Korea')",Brands / products / companies,Korean
1149,5865743584275827099_1,"('Korean', 'South Korea')",Geography / buildings / landmarks,Korean
1150,5865941044279768312_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
1151,5865925454272899529_0,"('Filipino', 'Philippines')",Cooking and food,Filipino
1152,5865743584272184783_2,"('Korean', 'South Korea')",People and everyday life,Japanese
1153,5920593854273904581_1,"('Tamil', 'India')",Traditions / art / history,Bengali
1154,5865939214277574512_1,"('Sundanese', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1155,5865687714273886805_0,"('Bengali', 'India')",Public Figure and pop culture,Bengali
1156,5865939234278035395_0,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1157,5865939214279284549_1,"('Sundanese', 'Indonesia')",Cooking and food,Indonesian
1158,5865910664272406812_0,"('Chinese', 'China')",Vehicles and Transportation,Chinese
1159,5920593724278277891_1,"('Marathi', 'India')",Objects / materials / clothing,Bengali
1160,5922583815411787338_0,"('Sinhala', 'Sri_Lanka')",Objects / materials / clothing,Indonesian
1161,5865939264271512059_1,"('Indonesian', 'Indonesia')",Traditions / art / history,Malay
1162,5922667335416257129_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Javanese
1163,5865939224272886750_0,"('Javanese', 'Indonesia')",Brands / products / companies,Indonesian
1164,5865941044276088675_1,"('Chinese', 'Singapore')",Cooking and food,Indonesian
1165,5865939214272522928_1,"('Sundanese', 'Indonesia')",Cooking and food,Bengali
1166,5920593724275523797_0,"('Marathi', 'India')",Cooking and food,Marathi
1167,5865910674278890896_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1168,5865784474271709684_1,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Chinese
1169,5865743584279746538_1,"('Korean', 'South Korea')",Sports and recreation,Chinese
1170,5865784484279234738_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Japanese
1171,5865752674277365333_1,"('Malay', 'Malaysia')",Cooking and food,Chinese
1172,5920593594273079676_1,"('Hindi', 'India')",Traditions / art / history,Hindi
1173,5865941054272365832_1,"('Chinese', 'Singapore')",Objects / materials / clothing,Japanese
1174,5865939234272794693_0,"('Indonesian', 'Indonesia')",Cooking and food,Chinese
1175,5865939214271992828_0,"('Sundanese', 'Indonesia')",Traditions / art / history,Javanese
1176,5865925444277639246_0,"('Filipino', 'Philippines')",Plants and animal,Malay
1177,5920593844272231186_2,"('Tamil', 'India')",Objects / materials / clothing,Hindi
1178,5865939214274071902_0,"('Sundanese', 'Indonesia')",Cooking and food,Chinese
1179,5920593724271754430_0,"('Marathi', 'India')",People and everyday life,Marathi
1180,5922916005413544467_0,"('Sinhala', 'Sri_Lanka')",Public Figure and pop culture,Sinhala
1181,5948826196365302203_1,"('Japanese', 'Japan')",Traditions / art / history,Japanese
1182,5865910694275513750_2,"('Chinese', 'China')",Cooking and food,Chinese
1183,5865743584273916719_2,"('Korean', 'South Korea')",Traditions / art / history,Korean
1184,5865939274279131990_1,"('Indonesian', 'Indonesia')",Traditions / art / history,Sundanese
1185,5865941044279063970_0,"('Chinese', 'Singapore')",Objects / materials / clothing,Chinese
1186,5865939214274093451_1,"('Sundanese', 'Indonesia')",Objects / materials / clothing,Filipino
1187,5920593844274270558_1,"('Tamil', 'India')",Traditions / art / history,Tamil
1188,5964282176656771609_1,"('Japanese', 'Japan')",Geography / buildings / landmarks,Japanese
1189,5865743574273181338_0,"('Korean', 'South Korea')",Sports and recreation,Korean
1190,5920593724277951302_0,"('Marathi', 'India')",Cooking and food,Bengali
1191,5865784474272120711_1,"('Mongolian', 'Mongolia')",Brands / products / companies,Mongolian
1192,5865939224277783204_0,"('Javanese', 'Indonesia')",Cooking and food,Filipino
1193,5865941064271588596_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
1194,5865784474274369856_1,"('Mongolian', 'Mongolia')",Plants and animal,Mongolian
1195,5865910684274499711_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1196,5922817385419621359_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
1197,5865743594276987404_1,"('Korean', 'South Korea')",Geography / buildings / landmarks,Chinese
1198,5920942824276997640_2,"('Telugu', 'India')",Geography / buildings / landmarks,Urdu
1199,5920593844272072017_2,"('Tamil', 'India')",Sports and recreation,Bengali
1200,5920943064275430490_2,"('Urdu', 'India')",Plants and animal,Filipino
1201,5865940254278264573_0,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,Urdu
1202,5865939254275477409_0,"('Indonesian', 'Indonesia')",Sports and recreation,Indonesian
1203,5865743574277776708_1,"('Korean', 'South Korea')",People and everyday life,Korean
1204,5919991144271950816_0,"('Japanese', 'Japan')",Traditions / art / history,Japanese
1205,5919991124271911159_0,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
1206,5865925444277719177_2,"('Filipino', 'Philippines')",People and everyday life,Filipino
1207,5865784464275214289_1,"('Mongolian', 'Mongolia')",Sports and recreation,Chinese
1208,5865925454272023666_0,"('Filipino', 'Philippines')",Cooking and food,Filipino
1209,5865940254277928317_1,"('Urdu', 'Pakistan')",Cooking and food,Bengali
1210,5920942824279284739_1,"('Telugu', 'India')",People and everyday life,Hindi
1211,5865941054271144714_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Malay
1212,5865752664278258839_0,"('Malay', 'Malaysia')",Brands / products / companies,Filipino
1213,5865752674275114675_0,"('Malay', 'Malaysia')",Cooking and food,Chinese
1214,5865910664274447454_0,"('Chinese', 'China')",Geography / buildings / landmarks,Japanese
1215,5865910674278756341_1,"('Chinese', 'China')",Public Figure and pop culture,Chinese
1216,5865687704279828011_2,"('Bengali', 'India')",Objects / materials / clothing,Javanese
1217,5865910664272109734_0,"('Chinese', 'China')",Plants and animal,Filipino
1218,5865687724272437085_2,"('Bengali', 'India')",Cooking and food,Bengali
1219,5920593834271567243_0,"('Tamil', 'India')",Plants and animal,Bengali
1220,5865752664277449895_1,"('Malay', 'Malaysia')",Traditions / art / history,Javanese
1221,5919991134272289500_2,"('Japanese', 'Japan')",Sports and recreation,Japanese
1222,5865743584275969294_1,"('Korean', 'South Korea')",Geography / buildings / landmarks,Korean
1223,5865941054279779333_1,"('Chinese', 'Singapore')",Plants and animal,Japanese
1224,5920942824276943804_1,"('Telugu', 'India')",Sports and recreation,Bengali
1225,5865925454279294087_1,"('Filipino', 'Philippines')",Objects / materials / clothing,Filipino
1226,5865687704279286733_0,"('Bengali', 'India')",Sports and recreation,Bengali
1227,5865910674278647727_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1228,5865687714274603158_0,"('Bengali', 'India')",Traditions / art / history,Bengali
1229,5865752684276636395_2,"('Malay', 'Malaysia')",Cooking and food,Malay
1230,5865941054275476548_0,"('Chinese', 'Singapore')",Vehicles and Transportation,Singapore
1231,5865752664271368564_0,"('Malay', 'Malaysia')",Objects / materials / clothing,Javanese
1232,5865752664272198725_2,"('Malay', 'Malaysia')",Cooking and food,Javanese
1233,5865687724279670501_0,"('Bengali', 'India')",Cooking and food,Korean
1234,5865784464275309957_1,"('Mongolian', 'Mongolia')",Objects / materials / clothing,Mongolian
1235,5919326634273625175_1,"('Minangkabau', 'Indonesia')",Cooking and food,Filipino
1236,5865910664272270924_1,"('Chinese', 'China')",Traditions / art / history,Chinese
1237,5922638215418070354_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Malay
1238,5922570075415820086_0,"('Sinhala', 'Sri_Lanka')",Objects / materials / clothing,Chinese
1239,5865940254276539911_0,"('Urdu', 'Pakistan')",Objects / materials / clothing,Hindi
1240,5865940254276333527_0,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,Urdu
1241,5865910674275493201_0,"('Chinese', 'China')",Sports and recreation,Chinese
1242,5865939244278912390_2,"('Javanese', 'Indonesia')",Objects / materials / clothing,Malay
1243,5919991134279707894_0,"('Japanese', 'Japan')",Geography / buildings / landmarks,Japanese
1244,5920593584278840461_1,"('Hindi', 'India')",Cooking and food,Bengali
1245,5890178726322517585_0,"('Indonesian', 'Indonesia')",Cooking and food,Malay
1246,5865910684279061383_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1247,5865939244277147465_2,"('Indonesian', 'Indonesia')",People and everyday life,Indonesian
1248,5865941044272893050_0,"('Chinese', 'Singapore')",Cooking and food,Chinese
1249,5865939244276532910_1,"('Sundanese', 'Indonesia')",Cooking and food,Filipino
1250,6028345774272102611_1,"('Marathi', 'India')",Public Figure and pop culture,Tamil
1251,5865687724276424298_0,"('Bengali', 'India')",Cooking and food,Bengali
1252,5865743594278718032_2,"('Korean', 'South Korea')",Cooking and food,Korean
1253,5865784454273648493_0,"('Mongolian', 'Mongolia')",Objects / materials / clothing,Mongolian
1254,5865939254274246724_0,"('Indonesian', 'Indonesia')",Plants and animal,Chinese
1255,5922639585414563287_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Filipino
1256,5920942824279417755_1,"('Telugu', 'India')",Plants and animal,Bengali
1257,5865784474273240624_2,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
1258,5865939204277531424_2,"('Sundanese', 'Indonesia')",Cooking and food,Indonesian
1259,5865939274274187387_1,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
1260,5920942824277979323_0,"('Telugu', 'India')",Traditions / art / history,Tamil
1261,5865940254272831584_0,"('Urdu', 'Pakistan')",Cooking and food,Bengali
1262,5922907415418120855_0,"('Sinhala', 'Sri_Lanka')",Public Figure and pop culture,Tamil
1263,5865784464272374146_0,"('Mongolian', 'Mongolia')",Public Figure and pop culture,Japanese
1264,5865743594278179712_1,"('Korean', 'South Korea')",Vehicles and Transportation,Korean
1265,5920593834271069432_2,"('Tamil', 'India')",Brands / products / companies,Hindi
1266,5865743574279238671_2,"('Korean', 'South Korea')",Vehicles and Transportation,Korean
1267,6028345774274845906_1,"('Marathi', 'India')",Traditions / art / history,Bengali
1268,5920943054271755505_1,"('Urdu', 'India')",Public Figure and pop culture,Bengali
1269,5920593724272218970_0,"('Marathi', 'India')",Geography / buildings / landmarks,Filipino
1270,5920593594275536032_1,"('Hindi', 'India')",Public Figure and pop culture,Hindi
1271,5922747285413180731_0,"('Sinhala', 'Sri_Lanka')",Brands / products / companies,Malay
1272,5920593834279086633_2,"('Tamil', 'India')",Traditions / art / history,Urdu
1273,5920942834279249305_1,"('Telugu', 'India')",Cooking and food,Marathi
1274,5920942834275909988_1,"('Telugu', 'India')",Objects / materials / clothing,Tamil
1275,5865939224278780310_0,"('Javanese', 'Indonesia')",Cooking and food,Javanese
1276,5865743584272866453_0,"('Korean', 'South Korea')",People and everyday life,Korean
1277,5865910664277319101_1,"('Chinese', 'China')",Objects / materials / clothing,Japanese
1278,5922785035412096174_1,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
1279,5919326634276178059_0,"('Minangkabau', 'Indonesia')",Cooking and food,Bengali
1280,5865910694275430127_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1281,5865910674278808930_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1282,5865784474274780817_2,"('Mongolian', 'Mongolia')",Plants and animal,Japanese
1283,5865939254275022966_1,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Filipino
1284,5865939244273423240_1,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Indonesian
1285,5920593724275551393_0,"('Marathi', 'India')",Geography / buildings / landmarks,Chinese
1286,5865940244279765849_0,"('Urdu', 'Pakistan')",Cooking and food,Bengali
1287,5865752674272125590_0,"('Malay', 'Malaysia')",Brands / products / companies,Japanese
1288,5865939254276241945_2,"('Javanese', 'Indonesia')",Objects / materials / clothing,Javanese
1289,5885586286324289493_2,"('Sundanese', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1290,5865941054276225809_2,"('Chinese', 'Singapore')",Public Figure and pop culture,Chinese
1291,5865939254273447878_2,"('Javanese', 'Indonesia')",Traditions / art / history,Indonesian
1292,5920593844273654105_1,"('Tamil', 'India')",Sports and recreation,Urdu
1293,5865687724275193792_1,"('Bengali', 'India')",Cooking and food,Bengali
1294,5865939234271094628_0,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Javanese
1295,5919991134277386850_0,"('Japanese', 'Japan')",Geography / buildings / landmarks,Japanese
1296,5865752674274689480_1,"('Malay', 'Malaysia')",Cooking and food,Chinese
1297,5865939254274816889_0,"('Javanese', 'Indonesia')",Cooking and food,Javanese
1298,5865925454276097980_1,"('Filipino', 'Philippines')",Cooking and food,Filipino
1299,5920593594276609378_0,"('Hindi', 'India')",Public Figure and pop culture,Hindi
1300,5920593854272599305_1,"('Tamil', 'India')",Cooking and food,Filipino
1301,5920593734278039000_1,"('Marathi', 'India')",Cooking and food,Filipino
1302,5865940244272030335_0,"('Urdu', 'Pakistan')",People and everyday life,Bengali
1303,5865940244272204260_0,"('Urdu', 'Pakistan')",Objects / materials / clothing,Japanese
1304,5865939264276914226_0,"('Indonesian', 'Indonesia')",Brands / products / companies,Indonesian
1305,5865940244272217823_0,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,Bengali
1306,5920942824279177381_0,"('Telugu', 'India')",Cooking and food,Bengali
1307,5865784454277027776_1,"('Mongolian', 'Mongolia')",Objects / materials / clothing,Chinese
1308,5865939214274426640_0,"('Sundanese', 'Indonesia')",Traditions / art / history,Indonesian
1309,5865784474271249655_2,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
1310,5922578425416744679_0,"('Sinhala', 'Sri_Lanka')",Objects / materials / clothing,Bengali
1311,5865941054273582999_0,"('Chinese', 'Singapore')",People and everyday life,Malay
1312,5865687714275936485_1,"('Bengali', 'India')",Traditions / art / history,Bengali
1313,5865784464271274648_1,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Mongolian
1314,5865939234278123905_1,"('Indonesian', 'Indonesia')",Cooking and food,Javanese
1315,5920593734274383833_0,"('Marathi', 'India')",Traditions / art / history,Telugu
1316,5865939264274796018_1,"('Javanese', 'Indonesia')",Cooking and food,Filipino
1317,5919991144279839210_0,"('Japanese', 'Japan')",Geography / buildings / landmarks,Japanese
1318,5865784484278185341_0,"('Mongolian', 'Mongolia')",Sports and recreation,Mongolian
1319,5865939264271266129_2,"('Indonesian', 'Indonesia')",People and everyday life,Japanese
1320,5865940254275960994_0,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,Urdu
1321,5865941064272683818_1,"('Chinese', 'Singapore')",People and everyday life,Chinese
1322,5865940244272398484_0,"('Urdu', 'Pakistan')",Cooking and food,Urdu
1323,5899642892745193620_0,"('Minangkabau', 'Indonesia')",Cooking and food,Japanese
1324,5920943054272501592_0,"('Urdu', 'India')",Public Figure and pop culture,Hindi
1325,5865910684279763054_0,"('Chinese', 'China')",Cooking and food,Chinese
1326,5920593834275020079_2,"('Tamil', 'India')",Cooking and food,Bengali
1327,5919991134274434549_1,"('Japanese', 'Japan')",Traditions / art / history,Japanese
1328,5865940254273030578_0,"('Urdu', 'Pakistan')",Sports and recreation,Hindi
1329,5919991124275688942_0,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
1330,5920943064274461843_2,"('Urdu', 'India')",Public Figure and pop culture,Bengali
1331,5919991144273164266_1,"('Japanese', 'Japan')",Cooking and food,Japanese
1332,5919991134278992434_1,"('Japanese', 'Japan')",Plants and animal,Japanese
1333,5865939254272869533_0,"('Indonesian', 'Indonesia')",People and everyday life,Indonesian
1334,5920942834275518925_0,"('Telugu', 'India')",Plants and animal,Bengali
1335,5865939234273506794_0,"('Indonesian', 'Indonesia')",Public Figure and pop culture,Indonesian
1336,5865941044273010942_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
1337,5865939234273120587_0,"('Javanese', 'Indonesia')",Public Figure and pop culture,Indonesian
1338,5920593594271473519_0,"('Hindi', 'India')",Brands / products / companies,Hindi
1339,5920593594272746725_1,"('Hindi', 'India')",Traditions / art / history,Bengali
1340,5865784474273348975_1,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
1341,5922883225416282417_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Sinhala
1342,5865939244271471863_0,"('Javanese', 'Indonesia')",Cooking and food,Indonesian
1343,5865939284275002849_0,"('Indonesian', 'Indonesia')",Cooking and food,Bengali
1344,5920593604271284656_0,"('Hindi', 'India')",Cooking and food,Bengali
1345,5865910684271872101_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1346,5865939274273646152_1,"('Indonesian', 'Indonesia')",Plants and animal,Indonesian
1347,5865910684275902735_0,"('Chinese', 'China')",People and everyday life,Chinese
1348,5865743584271922737_2,"('Korean', 'South Korea')",Plants and animal,Japanese
1349,5865687704275858156_0,"('Bengali', 'India')",Objects / materials / clothing,Bengali
1350,5865687724279351026_1,"('Bengali', 'India')",Cooking and food,Chinese
1351,5865940254273279848_0,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,Urdu
1352,5865925454273842889_2,"('Filipino', 'Philippines')",Geography / buildings / landmarks,Filipino
1353,5920942814271396029_2,"('Telugu', 'India')",Cooking and food,Bengali
1354,5920593604274604070_0,"('Hindi', 'India')",Objects / materials / clothing,Bengali
1355,5865941064273784889_1,"('Chinese', 'Singapore')",Vehicles and Transportation,Chinese
1356,5865910674275842598_1,"('Chinese', 'China')",Traditions / art / history,Chinese
1357,5919991134275806047_1,"('Japanese', 'Japan')",Traditions / art / history,Japanese
1358,5865687714272277107_0,"('Bengali', 'India')",Plants and animal,Filipino
1359,5865784464279441695_0,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Mongolian
1360,5865752674279459935_2,"('Malay', 'Malaysia')",People and everyday life,Malay
1361,5865910684278770888_0,"('Chinese', 'China')",Plants and animal,Chinese
1362,5920593604279680247_1,"('Hindi', 'India')",Geography / buildings / landmarks,Tamil
1363,5879845778653643217_1,"('Bengali', 'India')",Public Figure and pop culture,Bengali
1364,5919991134279685869_0,"('Japanese', 'Japan')",Objects / materials / clothing,Japanese
1365,5865939244274530646_0,"('Indonesian', 'Indonesia')",Plants and animal,Chinese
1366,5865939274276588800_0,"('Sundanese', 'Indonesia')",Public Figure and pop culture,Indonesian
1367,5865941044275668362_0,"('Chinese', 'Singapore')",Objects / materials / clothing,Malay
1368,5865939274277434811_0,"('Indonesian', 'Indonesia')",Traditions / art / history,Javanese
1369,5865743584275610163_1,"('Korean', 'South Korea')",Public Figure and pop culture,Korean
1370,5948826586366932729_1,"('Japanese', 'Japan')",Geography / buildings / landmarks,Japanese
1371,5922665315414980747_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Telugu
1372,5865939244272632093_0,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Indonesian
1373,5920593834279021074_0,"('Tamil', 'India')",Vehicles and Transportation,Tamil
1374,5922662905415928307_1,"('Sinhala', 'Sri_Lanka')",Cooking and food,Bengali
1375,5865939274274387192_0,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Malay
1376,5865910684273616593_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1377,5919991124279951892_0,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
1378,5865752674276334326_0,"('Malay', 'Malaysia')",Traditions / art / history,Javanese
1379,5865925454274156226_0,"('Filipino', 'Philippines')",Geography / buildings / landmarks,Filipino
1380,5920593844279665716_0,"('Tamil', 'India')",Brands / products / companies,Hindi
1381,5865939264274507725_1,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1382,5920593604277134857_0,"('Hindi', 'India')",Traditions / art / history,Tamil
1383,5865939274279481293_0,"('Indonesian', 'Indonesia')",Traditions / art / history,Indonesian
1384,5865910674271181211_1,"('Chinese', 'China')",Traditions / art / history,Chinese
1385,5865687724271213846_0,"('Bengali', 'India')",Cooking and food,Bengali
1386,5922875055418285850_1,"('Sinhala', 'Sri_Lanka')",People and everyday life,Sinhala
1387,5865925454275058255_2,"('Filipino', 'Philippines')",Traditions / art / history,Japanese
1388,5919326634279701139_1,"('Minangkabau', 'Indonesia')",Objects / materials / clothing,Filipino
1389,5919326634271871712_1,"('Minangkabau', 'Indonesia')",Vehicles and Transportation,Indonesian
1390,5865925454272950707_1,"('Filipino', 'Philippines')",Traditions / art / history,Javanese
1391,5865939274273347405_1,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Indonesian
1392,5899645732745968171_0,"('Minangkabau', 'Indonesia')",Cooking and food,Javanese
1393,5920593594273263746_1,"('Hindi', 'India')",Vehicles and Transportation,Tamil
1394,5865910694271269749_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1395,5920943064274660648_1,"('Urdu', 'India')",Public Figure and pop culture,Hindi
1396,6001326155418220760_1,"('Hindi', 'India')",Traditions / art / history,Malay
1397,5865752674272232833_1,"('Malay', 'Malaysia')",Traditions / art / history,Javanese
1398,5865925454276620153_2,"('Filipino', 'Philippines')",Sports and recreation,Filipino
1399,5865910664277770131_1,"('Chinese', 'China')",Traditions / art / history,Chinese
1400,5865941064278602580_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Malay
1401,5865752664272170337_2,"('Malay', 'Malaysia')",Traditions / art / history,Javanese
1402,5865939234273107846_0,"('Indonesian', 'Indonesia')",Cooking and food,Filipino
1403,5920942824274010496_0,"('Telugu', 'India')",Sports and recreation,Hindi
1404,5865941044276697858_1,"('Chinese', 'Singapore')",People and everyday life,Malay
1405,5920593604278116361_0,"('Hindi', 'India')",Geography / buildings / landmarks,Marathi
1406,5865743584272081790_1,"('Korean', 'South Korea')",Cooking and food,Korean
1407,5865941044274533835_0,"('Chinese', 'Singapore')",Cooking and food,Filipino
1408,5865784464272367043_1,"('Mongolian', 'Mongolia')",Cooking and food,Filipino
1409,5879865098655328831_0,"('Bengali', 'India')",Geography / buildings / landmarks,Bengali
1410,5865939234277702282_0,"('Indonesian', 'Indonesia')",People and everyday life,Bengali
1411,5865687714279419356_0,"('Bengali', 'India')",Cooking and food,Bengali
1412,5865925454271905606_0,"('Filipino', 'Philippines')",Brands / products / companies,Filipino
1413,5865687704276479109_1,"('Bengali', 'India')",Public Figure and pop culture,Bengali
1414,5865940254275222489_1,"('Urdu', 'Pakistan')",Objects / materials / clothing,Hindi
1415,5865939274274878679_1,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
1416,5922788295416538835_1,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Javanese
1417,5920942814276496479_1,"('Telugu', 'India')",Vehicles and Transportation,Tamil
1418,5920593594278033257_1,"('Hindi', 'India')",Geography / buildings / landmarks,Bengali
1419,5920593724278297626_0,"('Marathi', 'India')",Geography / buildings / landmarks,Hindi
1420,5865941064271196440_1,"('Chinese', 'Singapore')",Cooking and food,Indonesian
1421,5865941054277517130_0,"('Chinese', 'Singapore')",People and everyday life,Chinese
1422,5920942814279952324_1,"('Telugu', 'India')",Cooking and food,Bengali
1423,5920943064276100245_1,"('Urdu', 'India')",Brands / products / companies,Hindi
1424,5865784464273529075_0,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Mongolian
1425,5920593604277684872_0,"('Hindi', 'India')",Traditions / art / history,Tamil
1426,5865925454277921835_2,"('Filipino', 'Philippines')",Traditions / art / history,Bengali
1427,5865743574274453408_0,"('Korean', 'South Korea')",Sports and recreation,Korean
1428,5865910684273901143_0,"('Chinese', 'China')",Plants and animal,Korean
1429,5865910684275935910_0,"('Chinese', 'China')",Traditions / art / history,Japanese
1430,5865752674273309386_0,"('Malay', 'Malaysia')",Plants and animal,Malay
1431,5920593604274962413_1,"('Hindi', 'India')",Traditions / art / history,Bengali
1432,5865910664274830016_0,"('Chinese', 'China')",Cooking and food,Chinese
1433,5919326634278091560_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1434,5919326634276084546_0,"('Minangkabau', 'Indonesia')",Brands / products / companies,Indonesian
1435,5865939244274813896_1,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1436,6028345784274062109_1,"('Marathi', 'India')",Geography / buildings / landmarks,Urdu
1437,5865910664275942444_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1438,5865743584277572207_0,"('Korean', 'South Korea')",Brands / products / companies,Japanese
1439,5919991144273712101_1,"('Japanese', 'Japan')",Traditions / art / history,Chinese
1440,5920943064275264976_1,"('Urdu', 'India')",Vehicles and Transportation,Malay
1441,5920593594271963022_1,"('Hindi', 'India')",Cooking and food,Bengali
1442,5920593604272846644_0,"('Hindi', 'India')",Traditions / art / history,Tamil
1443,5919991134273988347_0,"('Japanese', 'Japan')",Objects / materials / clothing,Bengali
1444,5865939244278772687_0,"('Indonesian', 'Indonesia')",Traditions / art / history,Indonesian
1445,5865925454277623927_0,"('Filipino', 'Philippines')",Geography / buildings / landmarks,Filipino
1446,5865910664272399419_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
